,bbox,fps_x,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id,word,fps_y,width,height,duration
14,"[23, 1, 226, 240]",25,-1,1,14,18,aslpro,train,http://www.aslpro.com/main/b/book_math.swf,0,7091,book,25.0,256,256,3.0
15,"[31, 4, 220, 240]",25,-1,1,15,49,aslpro,test,http://www.aslpro.com/main/b/book_medicine.swf,0,7092,book,25.0,256,256,3.12
16,"[25, 0, 220, 240]",25,-1,1,16,18,aslpro,test,http://www.aslpro.com/main/b/book_music.swf,0,7093,book,25.0,256,256,3.4
17,"[234, 17, 524, 414]",25,-1,1,17,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/book.mp4,0,7068,book,25.0,256,256,2.32
18,"[22, 2, 231, 240]",25,-1,1,18,18,aslpro,val,http://www.aslpro.com/main/b/book_photography.swf,0,7094,book,25.0,256,256,3.52
19,"[3, 2, 260, 240]",25,-1,1,19,18,aslpro,test,http://www.aslpro.com/main/b/book_science.swf,0,7095,book,25.0,256,256,3.44
20,"[21, 2, 228, 240]",25,-1,1,20,18,aslpro,val,http://www.aslpro.com/main/b/book_spelling.swf,0,7096,book,25.0,256,256,3.32
21,"[26, 3, 226, 240]",25,-1,1,21,49,aslpro,train,http://www.aslpro.com/main/b/book.swf,0,7097,book,25.0,256,256,2.52
22,"[131, 26, 526, 480]",25,-1,1,22,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466684225.687.mp4,0,7070,book,25.0,256,256,2.92
23,"[21, 3, 231, 240]",25,-1,1,23,18,aslpro,val,http://www.aslpro.com/main/b/book_trigonometry.swf,0,7098,book,25.0,256,256,4.96
24,"[162, 54, 528, 400]",25,-1,1,24,12,aslsearch,val,http://www.aslsearch.com/signs/videos/book.mp4,0,7099,book,25.0,256,256,2.96
25,"[70, 0, 268, 240]",25,-1,1,25,14,handspeak,train,https://www.handspeak.com/word/b/book2.mp4,0,7071,book,25.0,256,256,0.72
26,"[75, 0, 270, 240]",25,-1,1,26,14,handspeak,test,https://www.handspeak.com/word/b/book.mp4,0,7072,book,25.0,256,256,0.72
27,"[64, 0, 273, 240]",25,-1,1,27,14,handspeak,train,https://www.handspeak.com/word/b/books-pile.mp4,0,7073,book,25.0,256,256,1.12
28,"[128, 20, 383, 360]",25,-1,1,28,109,asllex,train,https://youtu.be/3-GrhsVs830,0,67424,book,25.0,256,256,1.32
29,"[82, 11, 212, 192]",25,-1,1,29,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14326.mp4,0,7074,book,25.0,256,256,1.32
30,"[386, 48, 942, 720]",25,-1,1,30,5,aslu,train,https://www.youtube.com/watch?v=Kwvw-K6GYW8,0,7075,book,25.0,256,256,2.76
31,"[362, 43, 945, 720]",25,-1,1,31,5,aslu,train,https://www.youtube.com/watch?v=XjWSfh50kAU,0,7076,book,25.0,256,256,3.6
32,"[25, 4, 223, 240]",25,-1,1,32,49,aslpro,train,http://www.aslpro.com/main/b/book_accounting.swf,0,7077,book,25.0,256,256,3.96
33,"[28, 4, 226, 240]",25,-1,1,33,18,aslpro,train,http://www.aslpro.com/main/b/book_algebra.swf,0,7078,book,25.0,256,256,3.16
34,"[15, 2, 238, 240]",25,-1,1,34,49,aslpro,train,http://www.aslpro.com/main/b/book_anatomy.swf,0,7079,book,25.0,256,256,3.72
35,"[28, 2, 226, 240]",25,-1,1,35,18,aslpro,train,http://www.aslpro.com/main/b/book_art_history.swf,0,7080,book,25.0,256,256,4.16
36,"[23, 2, 226, 240]",25,-1,1,36,18,aslpro,train,http://www.aslpro.com/main/b/book_art.swf,0,7081,book,25.0,256,256,3.0
37,"[30, 3, 228, 240]",25,-1,1,37,18,aslpro,train,http://www.aslpro.com/main/b/book_business.swf,0,7082,book,25.0,256,256,3.28
38,"[0, 3, 260, 240]",25,-1,1,38,18,aslpro,val,http://www.aslpro.com/main/b/book_chemistry.swf,0,7083,book,25.0,256,256,3.92
39,"[29, 4, 225, 240]",25,-1,1,39,18,aslpro,train,http://www.aslpro.com/main/b/book_coloring.swf,0,7084,book,25.0,256,256,3.2
40,"[551, 68, 1350, 1080]",25,-1,1,0,115,aslbrick,val,http://aslbricks.org/New/ASL-Videos/drink.mp4,0,69302,drink,25.0,256,256,2.64
41,"[153, 11, 488, 370]",25,-1,1,1,94,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-119.mp4,0,65539,drink,25.0,256,256,1.84
42,"[142, 20, 501, 480]",25,5831,5710,2,121,northtexas,val,https://www.youtube.com/watch?v=F5Wef1_PtLk,0,70173,drink,25.0,256,256,4.88
43,"[112, 13, 529, 356]",25,71,1,3,113,lillybauer,val,https://www.youtube.com/watch?v=HZMTQJdBZ9g,0,68538,drink,25.0,256,256,5.32
44,"[110, 0, 1160, 720]",25,-1,1,4,109,valencia-asl,val,https://www.youtube.com/watch?v=KRc_WYI1DgA,0,68042,drink,25.0,256,256,3.04
45,"[312, 19, 908, 720]",25,54,1,5,115,lillybauer,train,https://www.youtube.com/watch?v=Lk2Vws8homw,0,68660,drink,25.0,256,256,2.16
46,"[116, 0, 1166, 720]",25,-1,1,6,109,valencia-asl,train,https://www.youtube.com/watch?v=Nc7rSopCpI8,0,68041,drink,25.0,256,256,3.56
47,"[300, 63, 882, 720]",25,-1,1,7,5,aslu,train,https://www.youtube.com/watch?v=537MWOtCl78,0,17725,drink,25.0,256,256,2.36
48,"[318, 29, 951, 720]",25,-1,1,8,5,aslu,train,https://www.youtube.com/watch?v=6gU3Ln98sWA,0,17726,drink,25.0,256,256,2.6
49,"[232, 55, 838, 720]",25,-1,1,9,65,nabboud,train,https://www.youtube.com/watch?v=Ddd2ZZNFhVI,0,17727,drink,25.0,256,256,3.28
50,"[337, 0, 994, 720]",25,-1,1,10,5,aslu,train,https://www.youtube.com/watch?v=g3rl9_LYqzI,0,17728,drink,25.0,256,256,2.32
51,"[196, 15, 521, 414]",25,-1,1,11,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/drink.mp4,0,17710,drink,25.0,256,256,2.4
52,"[350, 0, 999, 720]",25,-1,1,12,5,aslu,train,https://www.youtube.com/watch?v=i0opsQ2zB1Q,0,17729,drink,25.0,256,256,2.44
53,"[334, 0, 997, 720]",25,-1,1,13,5,aslu,test,https://www.youtube.com/watch?v=k6cNmM9WgUs,0,17730,drink,25.0,256,256,2.76
54,"[348, 43, 933, 720]",25,-1,1,14,5,aslu,train,https://www.youtube.com/watch?v=LqJM7wcUixQ,0,17731,drink,25.0,256,256,2.44
55,"[0, 4, 206, 240]",25,-1,1,15,44,aslpro,train,http://www.aslpro.com/main/d/drink.swf,0,17732,drink,25.0,256,256,2.2
56,"[186, 63, 551, 400]",25,-1,1,16,12,aslsearch,train,http://www.aslsearch.com/signs/videos/drink-alcohol.mp4,0,17733,drink,25.0,256,256,3.16
57,"[167, 19, 480, 370]",25,-1,1,17,94,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4,0,65540,drink,25.0,256,256,1.92
58,"[183, 55, 552, 400]",25,-1,1,18,12,aslsearch,val,http://www.aslsearch.com/signs/videos/drink.mp4,0,17734,drink,25.0,256,256,3.04
59,"[289, 9, 783, 480]",25,-1,1,19,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink%20(correct)-0UzEF7ru0sQ.mp4,0,17711,drink,25.0,256,256,2.76
60,"[673, 90, 1571, 1072]",25,-1,1,20,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,0,17712,drink,25.0,256,256,1.8
61,"[28, 0, 542, 480]",25,-1,1,21,21,asldeafined,test,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,0,17713,drink,25.0,256,256,3.12
62,"[53, 9, 579, 480]",25,-1,1,22,20,handspeak,train,https://www.handspeak.com/word/d/drink2.mp4,0,17714,drink,25.0,256,256,2.2
63,"[57, 0, 586, 480]",25,-1,1,23,14,handspeak,train,https://www.handspeak.com/word/d/drink-alcohol.mp4,0,17715,drink,25.0,256,256,2.2
64,"[113, 0, 493, 360]",25,-1,1,24,20,handspeak,test,https://www.handspeak.com/word/d/drink-british.mp4,0,17716,drink,25.0,256,256,2.28
65,"[112, 0, 509, 360]",25,-1,1,25,14,handspeak,train,https://www.handspeak.com/word/d/drink.mp4,0,17717,drink,25.0,256,256,1.84
66,"[84, 0, 506, 360]",25,-1,1,26,20,handspeak,test,https://www.handspeak.com/word/d/drink-mug.mp4,0,17718,drink,25.0,256,256,2.32
67,"[41, 9, 257, 240]",25,-1,1,27,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/153289.mp4,0,17709,drink,25.0,256,256,4.2
68,"[98, 13, 372, 360]",25,-1,1,28,109,asllex,train,https://youtu.be/yawcLQIhQiE,0,67594,drink,25.0,256,256,1.48
69,"[124, 0, 542, 360]",25,-1,1,29,14,handspeak,train,https://www.handspeak.com/word/d/drink-plu.mp4,0,17719,drink,25.0,256,256,1.92
70,"[49, 3, 220, 192]",25,-1,1,30,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14885.mp4,0,17720,drink,25.0,256,256,1.4
71,"[66, 19, 209, 192]",25,-1,1,31,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,0,17721,drink,25.0,256,256,1.68
72,"[66, 19, 209, 192]",25,-1,1,32,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,0,17722,drink,25.0,256,256,1.68
73,"[65, 20, 208, 192]",25,-1,1,33,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23389.mp4,0,17723,drink,25.0,256,256,2.04
74,"[68, 18, 220, 192]",25,-1,1,34,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/7/7796.mp4,0,17724,drink,25.0,256,256,1.04
75,"[0, 0, 360, 240]",25,5181,5122,0,9,asl5200,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,0,12306,computer,25.0,256,256,2.08
76,"[111, 0, 1198, 720]",25,-1,1,1,109,valencia-asl,train,https://www.youtube.com/watch?v=H-tAzh-nuV8,0,68028,computer,25.0,256,256,3.56
77,"[110, 16, 549, 360]",25,72,1,2,113,lillybauer,train,https://www.youtube.com/watch?v=YEFd7zsUNXU,0,69054,computer,25.0,256,256,6.12
78,"[56, 11, 240, 192]",25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,1,12328,computer,25.0,256,256,3.0
79,"[317, 42, 1077, 720]",25,-1,1,4,5,aslu,train,https://www.youtube.com/watch?v=97IwdVSOQho,1,12329,computer,25.0,256,256,4.08
80,"[299, 34, 1066, 720]",25,-1,1,5,5,aslu,train,https://www.youtube.com/watch?v=cujhpwWi1yY,1,12330,computer,25.0,256,256,3.52
81,"[422, 50, 824, 720]",25,-1,1,6,38,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,0,12312,computer,25.0,256,256,3.44
82,"[320, 47, 961, 720]",25,-1,1,7,5,aslu,train,https://www.youtube.com/watch?v=fY11M3Dxxx0,0,12331,computer,25.0,256,256,2.68
83,"[331, 67, 869, 720]",25,-1,1,8,65,nabboud,test,https://www.youtube.com/watch?v=lVo6MByRMHY,2,12332,computer,25.0,256,256,3.08
84,"[256, 28, 1084, 720]",25,-1,1,9,5,aslu,val,https://www.youtube.com/watch?v=-_RSZM-lLXE,1,12333,computer,25.0,256,256,3.44
85,"[321, 1, 953, 720]",25,-1,1,11,5,aslu,val,https://www.youtube.com/watch?v=vK4GwJaDcWU,2,12335,computer,25.0,256,256,2.56
86,"[386, 67, 872, 720]",25,-1,1,12,65,nabboud,test,https://www.youtube.com/watch?v=-wmqgdmwySo,0,12336,computer,25.0,256,256,3.12
87,"[27, 0, 313, 240]",25,-1,1,13,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51378.mp4,1,12311,computer,25.0,256,256,2.48
88,"[8, 1, 251, 240]",25,-1,1,14,72,aslpro,train,http://www.aslpro.com/main/c/computer.swf,1,12337,computer,25.0,256,256,3.04
89,"[221, 42, 501, 400]",25,-1,1,15,41,aslsearch,train,http://www.aslsearch.com/signs/videos/computer.mp4,1,12338,computer,25.0,256,256,3.64
90,"[409, 51, 833, 720]",25,-1,1,16,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,1,12313,computer,25.0,256,256,2.76
91,"[257, 38, 1684, 1080]",25,-1,1,17,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,0,12314,computer,25.0,256,256,1.52
92,"[436, 35, 1765, 1080]",25,-1,1,18,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,1,12315,computer,25.0,256,256,1.96
93,"[412, 18, 1698, 1080]",25,-1,1,19,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4,2,12316,computer,25.0,256,256,1.52
94,"[473, 44, 1708, 1080]",25,-1,1,20,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4,2,12317,computer,25.0,256,256,1.84
95,"[365, 45, 1673, 1080]",25,-1,1,21,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4,0,12318,computer,25.0,256,256,1.56
96,"[494, 99, 1414, 1077]",25,-1,1,22,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4,2,12319,computer,25.0,256,256,1.4
97,"[74, 19, 565, 480]",25,-1,1,23,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4,1,12320,computer,25.0,256,256,3.48
98,"[96, 17, 417, 360]",25,-1,1,24,109,asllex,test,https://youtu.be/u1xoXux2NaE,1,67519,computer,25.0,256,256,1.44
99,"[115, 0, 561, 480]",25,-1,1,25,20,handspeak,train,https://www.handspeak.com/word/c/computer-arm2.mp4,0,12321,computer,25.0,256,256,2.2
100,"[107, 0, 534, 480]",25,-1,1,26,20,handspeak,train,https://www.handspeak.com/word/c/computer-arm.mp4,0,12322,computer,25.0,256,256,2.12
101,"[14, 0, 521, 480]",25,-1,1,27,20,handspeak,train,https://www.handspeak.com/word/c/computer-head.mp4,2,12323,computer,25.0,256,256,2.2
102,"[120, 9, 522, 360]",25,-1,1,28,14,handspeak,train,https://www.handspeak.com/word/c/computer-old2.mp4,1,12324,computer,25.0,256,256,2.48
103,"[69, 9, 214, 192]",25,-1,1,30,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6011.mp4,0,12326,computer,25.0,256,256,2.52
104,"[63, 0, 218, 192]",25,-1,1,31,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6012.mp4,2,12327,computer,25.0,256,256,1.6
105,"[0, 0, 360, 240]",25,1779,1733,0,9,asl5200,train,https://www.youtube.com/watch?v=pDqITge_TGs,0,5724,before,25.0,256,256,1.64
106,"[185, 50, 419, 360]",25,4873,4778,1,121,northtexas,train,https://www.youtube.com/watch?v=bq-HmgjGzmw,0,70348,before,25.0,256,256,3.84
107,"[121, 26, 1003, 720]",25,-1,1,2,109,valencia-asl,train,https://www.youtube.com/watch?v=IYH-gBXXl8I,0,68007,before,25.0,256,256,3.48
108,"[156, 14, 493, 360]",25,-1,1,3,5,aslu,train,https://www.youtube.com/watch?v=MvtVsr3P098,1,5744,before,25.0,256,256,2.32
109,"[142, 12, 493, 360]",25,-1,1,5,5,aslu,val,https://www.youtube.com/watch?v=PeO4kaKvoVM,0,5746,before,25.0,256,256,1.68
110,"[624, 70, 1587, 1070]",25,-1,1,6,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before%202-02xxXtC3G8c.mp4,0,5728,before,25.0,256,256,1.08
111,"[327, 2, 1071, 720]",25,-1,1,7,5,aslu,train,https://www.youtube.com/watch?v=TQMe2WDz9QE,1,5747,before,25.0,256,256,2.6
112,"[15, 12, 206, 240]",25,-1,1,8,24,aslpro,train,http://www.aslpro.com/main/b/before.swf,1,5748,before,25.0,256,256,2.88
113,"[167, 52, 512, 400]",25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/before3.mp4,0,5749,before,25.0,256,256,3.08
114,"[171, 52, 513, 400]",25,-1,1,10,12,aslsearch,val,http://www.aslsearch.com/signs/videos/before.mp4,1,5750,before,25.0,256,256,3.4
115,"[300, 12, 1202, 1080]",25,-1,1,11,46,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4,1,5729,before,25.0,256,256,1.8
116,"[712, 64, 1652, 1080]",25,-1,1,12,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4,1,5730,before,25.0,256,256,1.28
117,"[190, 0, 504, 370]",25,-1,1,13,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4,1,65167,before,25.0,256,256,2.4
118,"[570, 98, 1535, 1080]",25,-1,1,14,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4,0,5731,before,25.0,256,256,1.88
119,"[103, 25, 528, 480]",25,-1,1,15,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466681314.2550.mp4,0,5732,before,25.0,256,256,2.92
120,"[95, 23, 533, 480]",25,-1,1,16,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466681379.1244.mp4,1,5733,before,25.0,256,256,3.68
121,"[129, 0, 555, 480]",25,-1,1,17,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468755772.9751.mp4,0,5734,before,25.0,256,256,2.76
122,"[30, 4, 550, 480]",25,-1,1,18,20,handspeak,test,https://www.handspeak.com/word/b/before-long.mp4,0,5735,before,25.0,256,256,2.2
123,"[59, 0, 303, 240]",25,-1,1,19,14,handspeak,val,https://www.handspeak.com/word/b/before.mp4,1,5736,before,25.0,256,256,0.48
124,"[386, 45, 810, 720]",25,-1,1,20,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/before.mp4,1,5727,before,25.0,256,256,2.96
125,"[102, 11, 532, 480]",25,-1,1,21,20,handspeak,val,https://www.handspeak.com/word/b/before-past.mp4,0,5737,before,25.0,256,256,2.2
126,"[74, 23, 209, 192]",25,-1,1,23,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/22/22829.mp4,1,5739,before,25.0,256,256,1.76
127,"[90, 22, 203, 192]",25,-1,1,24,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22831.mp4,1,5740,before,25.0,256,256,1.68
128,"[65, 9, 219, 192]",25,-1,1,25,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/5/5971.mp4,0,5741,before,25.0,256,256,1.12
129,"[67, 14, 216, 192]",25,-1,1,26,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6164.mp4,0,5742,before,25.0,256,256,1.0
130,"[43, 3, 212, 192]",25,-1,1,27,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9194.mp4,0,5743,before,25.0,256,256,1.64
131,"[0, 0, 360, 240]",25,1889,1830,0,9,asl5200,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,0,9847,chair,25.0,256,256,2.08
132,"[127, 41, 449, 360]",25,2231,2101,1,121,northtexas,train,https://www.youtube.com/watch?v=4Nh1iFv2BMc,0,70230,chair,25.0,256,256,5.24
133,"[340, 12, 944, 720]",25,51,1,2,115,lillybauer,train,https://www.youtube.com/watch?v=j2hvnGiBrRI,0,68580,chair,25.0,256,256,2.04
134,"[112, 39, 426, 360]",25,3209,3092,3,121,northtexas,train,https://www.youtube.com/watch?v=WGfiiDgrq1I,0,70263,chair,25.0,256,256,4.72
135,"[229, 3, 672, 480]",25,-1,1,4,110,valencia-asl,train,https://www.youtube.com/watch?v=zICB0wesqvY,0,68019,chair,25.0,256,256,1.88
136,"[0, 10, 245, 240]",25,-1,1,6,72,aslpro,train,http://www.aslpro.com//main/c/chair_stacking.swf,0,9865,chair,25.0,256,256,4.52
137,"[18, 6, 247, 240]",25,-1,1,7,72,aslpro,train,http://www.aslpro.com/main/c/chair.swf,0,9866,chair,25.0,256,256,3.2
138,"[40, 6, 266, 240]",25,-1,1,8,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/74909.mp4,0,9848,chair,25.0,256,256,3.84
139,"[5, 9, 250, 240]",25,-1,1,9,72,aslpro,test,http://www.aslpro.com//main/c/chair_wood.swf,0,9867,chair,25.0,256,256,3.76
140,"[183, 55, 560, 400]",25,-1,1,11,12,aslsearch,train,http://www.aslsearch.com/signs/videos/chair.mp4,0,9869,chair,25.0,256,256,3.16
141,"[388, 56, 806, 720]",25,-1,1,12,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/chair.mp4,0,9849,chair,25.0,256,256,2.76
142,"[667, 144, 1472, 1061]",25,-1,1,13,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chair-mVdtJjs-_20.mp4,0,9850,chair,25.0,256,256,1.28
143,"[102, 22, 563, 480]",25,-1,1,14,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466729509.9229.mp4,0,9851,chair,25.0,256,256,3.12
144,"[169, 15, 476, 370]",25,-1,1,15,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAIR-378.mp4,0,65328,chair,25.0,256,256,2.44
145,"[60, 0, 306, 240]",25,-1,1,17,14,handspeak,train,https://www.handspeak.com/word/c/chair.mp4,0,9853,chair,25.0,256,256,0.8
146,"[81, 15, 233, 192]",25,-1,1,18,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/7/7821.mp4,0,9854,chair,25.0,256,256,1.08
147,"[288, 29, 1001, 720]",25,-1,1,19,5,aslu,test,https://www.youtube.com/watch?v=8vc2vD9N4tk,0,9855,chair,25.0,256,256,3.16
148,"[273, 88, 902, 720]",25,-1,1,20,65,nabboud,train,https://www.youtube.com/watch?v=dXz1i9gTR4w,0,9856,chair,25.0,256,256,2.44
149,"[92, 19, 395, 360]",25,-1,1,21,109,asllex,val,https://youtu.be/K47c4lIJQvI,0,67483,chair,25.0,256,256,1.08
150,"[15, 8, 245, 240]",25,-1,1,22,72,aslpro,train,http://www.aslpro.com//main/c/chair_director.swf,0,9857,chair,25.0,256,256,4.08
151,"[0, 8, 249, 240]",25,-1,1,23,72,aslpro,train,http://www.aslpro.com//main/c/chair_folding.swf,0,9858,chair,25.0,256,256,3.84
152,"[0, 8, 247, 240]",25,-1,1,24,72,aslpro,train,http://www.aslpro.com//main/c/chair_lawn_folding.swf,0,9859,chair,25.0,256,256,3.92
153,"[1, 8, 252, 240]",25,-1,1,25,72,aslpro,train,http://www.aslpro.com//main/c/chair_lawn.swf,0,9860,chair,25.0,256,256,4.72
154,"[18, 5, 242, 240]",25,-1,1,26,72,aslpro,train,http://www.aslpro.com//main/c/chair_loveseat.swf,0,9861,chair,25.0,256,256,4.0
155,"[10, 9, 248, 240]",25,-1,1,27,72,aslpro,val,http://www.aslpro.com//main/c/chair_recliner.swf,0,9862,chair,25.0,256,256,4.12
156,"[5, 8, 239, 240]",25,-1,1,28,72,aslpro,train,http://www.aslpro.com//main/c/chair_rocking_1.swf,0,9863,chair,25.0,256,256,3.08
157,"[0, 0, 360, 240]",25,926,887,0,9,asl5200,test,https://www.youtube.com/watch?v=YdHKN_wHZqo,0,24857,go,25.0,256,256,1.4
158,"[268, 38, 898, 720]",25,-1,1,1,118,aslbrick,val,http://aslbricks.org/New/ASL-Videos/go.mp4,0,69345,go,25.0,256,256,2.32
159,"[93, 11, 559, 360]",25,65,1,2,113,lillybauer,train,https://www.youtube.com/watch?v=7IkKMzvSsFM,0,68292,go,25.0,256,256,4.8
160,"[79, 22, 201, 192]",25,-1,1,3,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23400.mp4,0,24955,go,25.0,256,256,2.08
161,"[81, 22, 199, 192]",25,-1,1,4,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23401.mp4,0,24956,go,25.0,256,256,1.56
162,"[187, 18, 526, 414]",25,-1,1,8,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/go.mp4,0,24941,go,25.0,256,256,2.28
163,"[78, 25, 214, 192]",25,-1,1,9,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/23/23517.mp4,1,24960,go,25.0,256,256,1.56
164,"[78, 25, 214, 192]",25,-1,1,10,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23517.mp4,1,24961,go,25.0,256,256,1.56
